S1bbbbb1bbbbbbbbbbbbbbBE
,
(3.0, -1.2, 0.0)
(23.8, 0.6, 0.0)
(23.3, 1.5, 0.0)
(20.3, 0.6, 0.0)
(23.3, -0.3, 0.0)
(22.3, -0.3, 0.0)
(22.3, 1.5, 0.0)
(8.3, -10.7, 0.0)
(5.8, -11.6, 0.0)
(9.8, -9.8, 0.0)
(7.8, -9.8, 0.0)
(4.8, -10.7, 0.0)
(8.8, -11.6, 0.0)
(10.8, -11.6, 0.0)
(9.8, -11.6, 0.0)
(11.8, -10.7, 0.0)
(5.8, -9.8, 0.0)
(7.8, -11.6, 0.0)
(10.8, -9.8, 0.0)
(6.8, -9.8, 0.0)
(6.8, -11.6, 0.0)
(8.8, -9.8, 0.0)
(12.9, -4.7, 0.0)
(24.9, -5.0, 0.0)
|
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, 1.0, 0.0)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.7, 0.7)
(0.0, 0.0, -0.7, 0.7)
(0.0, 0.0, 0.0, 1.0)
(0.0, 0.0, 0.0, 1.0)
